File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Genotype,genotype,subClassOf,http://semanticscience.org/resource/FunctionalSpecification,functional specification,A functional specification is a specification that describes the characteristics of an object.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3b246b97_b2d1_4e6b_8d3f_669ebd4ddbd6,RelativeMassExcess,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3b246b97_b2d1_4e6b_8d3f_669ebd4ddbd6,RelativeMassExcess,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SoftwareModule,software module,subClassOf,http://semanticscience.org/resource/SoftwareEntity,software entity,A software entity is a computational entity that can be interpreted by or directly executed by a processing unit.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Non-cellularOrganism,non-cellular organism,subClassOf,http://semanticscience.org/resource/Organism,organism,A biological organisn is a biological entity that consists of one or more cells and is capable of genomic replication (independently or not).
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToObserve,to observe,subClassOf,http://semanticscience.org/resource/ToPassivelyInteractWith,to passively interact with,to passively interact with is the capability to interact with another entity in a way that does not require physical contact.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_bafc17b5_9be4_4823_8bbe_ab4e90b6738c,Project,subClassOf,https://w3id.org/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce,Occurrent,"Following the common definition of process, the reader may think that every whole should be a process, since every 4D object always has a time dimension. However, in the EMMO we restrict the meaning of the word process to items whose evolution in time have a particular meaning for the ontologist (i.e. every 4D object unfolds in time, but not every 4D time unfolding may be of interest for the ontologist and categorized as a process).

For this reason, the definition of every specific process subclass requires the introduction of a primitive concept."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_80f3d95d_b1fd_46c0_b98a_b6b611b47105,ThermalExpansionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_dae32a4a_d8da_4047_81b0_36a9713fdce1,ThermodynamicalQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/LegalDocument,legal document,subClassOf,http://semanticscience.org/resource/Document,document,A document is a bounded physical or digital representation of a body of information designed with the capacity (and usually intent) to communicate.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Anion,anion,subClassOf,http://semanticscience.org/resource/Ion,ion,"An ion is an atom or molecule in which the total number of electrons is not equal to the total number of protons, giving it a net positive or negative electrical charge."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Anion,anion,equivalentClass,Complex class expression,Intersection of ion and Restriction on has quality some negative charge,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Anion,anion,equivalentClass,Complex class expression,Intersection of ion and Restriction on has quality some negative charge,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Ray,ray,subClassOf,http://semanticscience.org/resource/Line,line,"A line is curve that extends in a single dimension (e.g. straight line; exhibits no curvature), and is composed of at least two fully connected points."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/GadoliniumAtom,gadolinium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/AgreementQuality,agreement quality,subClassOf,http://semanticscience.org/resource/InformationalQuality,informational quality,An informational quality is a quality that pertains to information.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/AgreementQuality,agreement quality,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/AgreementQuality,agreement quality,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_14235b93_650f_4452_8395_a23b8f645c9a,AmountConductivityUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_14235b93_650f_4452_8395_a23b8f645c9a,AmountConductivityUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c1dad83e_974f_432e_ac92_d016f2445279,Bohren,subClassOf,https://w3id.org/emmo#EMMO_bfce8136_8f58_4ea5_ab3a_1734170c5d92,RemovingChipsFromWorkpiece,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6e5608ec_7768_4764_b052_2254bb5283bb,MagneticQuantumNumber,subClassOf,https://w3id.org/emmo#EMMO_252cce84_cc8a_49dc_8405_0d5e06425d69,QuantumNumber,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/GraphTitle,graph title,subClassOf,http://semanticscience.org/resource/Title,Title,A title is a textual entity that summarily describes some entity.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/GraphTitle,graph title,equivalentClass,Complex class expression,Intersection of Title and Restriction on is direct part of some statistical graph,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/GraphTitle,graph title,equivalentClass,Complex class expression,Intersection of Title and Restriction on is direct part of some statistical graph,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_43e499a1_ca67_4380_ac08_cfc52a93ad04,FrequencyPerVolumeUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_43e499a1_ca67_4380_ac08_cfc52a93ad04,FrequencyPerVolumeUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_71d48627_4696_54c2_a990_4fdd9f353aef,DarmastadtiumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3ec45f3b_677d_4e71_be75_6f8966b4f808,Loose-powderSintering,subClassOf,https://w3id.org/emmo#EMMO_03441eb3_d1fd_4906_b953_b83312d7589e,Sintern,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_0d2c0390_51fb_42aa_93b1_af903b3ad510,CurrentLinkage,subClassOf,https://w3id.org/emmo#EMMO_c995ae70_3b84_4ebb_bcfc_69e6a281bb88,ElectricCurrent,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/LowerYieldStrength,Lower Yield Strength,subClassOf,https://w3id.org/pmd/co/YieldStrength,Streckgrenze,"Wenn der metallische Werkstoff diese Eigenschaft aufweist: die Spannung zu einem bestimmten Zeitpunkt während des Versuchs bei dem eine plastische Verformung ohne Zunahme der Kraft auftritt when the metallic material exhibits a yield phenomenon, stress corresponding to the point reached during the test at which plastic deformation occurs without any increase in the force"
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/LowerYieldStrength,Lower Yield Strength,equivalentClass,Complex class expression,Restriction on relates to some Spannung,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalKiloVoltAmpereHour,Reciprocal Kilovolt Ampere Hour,subClassOf,https://w3id.org/emmo#EMMO_071b87fd_8ac8_4287_bfc6_9fcd8ce6674c,PerEnergyUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalKiloVoltAmpereHour,Reciprocal Kilovolt Ampere Hour,subClassOf,https://w3id.org/emmo#EMMO_8246541a_f1f6_4d03_8bd7_fc6b76d17375,SINonCoherentUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalKiloVoltAmpereHour,Reciprocal Kilovolt Ampere Hour,subClassOf,https://w3id.org/emmo#EMMO_b081b346_7279_46ef_9a3d_2c088fcd79f4,MeasurementUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_276f1224_fdc1_42ac_bd27_03d6dcec191a,ThermalDiffusionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_276f1224_fdc1_42ac_bd27_03d6dcec191a,ThermalDiffusionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_dae32a4a_d8da_4047_81b0_36a9713fdce1,ThermodynamicalQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SpliceSite,splice site,subClassOf,http://semanticscience.org/resource/RNATranscriptComponent,RNA transcript component,An RNA transcript component is a region of an RNA transcript. 
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_bfce8136_8f58_4ea5_ab3a_1734170c5d92,RemovingChipsFromWorkpiece,subClassOf,https://w3id.org/emmo#EMMO_8679c7d3_fd5d_49ba_bc1f_1bb820a1f73f,"Machining in which a tool is used whose number of cutting edges, geometry of the cutting wedges and position of the cutting edges in relation to the workpiece are determined",
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalLitre,Reciprocal Litre,subClassOf,https://w3id.org/emmo#EMMO_868ae137_4d25_493e_b270_21ea3d94849e,NonPrefixedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalLitre,Reciprocal Litre,subClassOf,https://w3id.org/emmo#EMMO_95a9bf22_eabc_4a84_863d_9ea398c8a52e,PerVolumeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalLitre,Reciprocal Litre,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalLitre,Reciprocal Litre,subClassOf,https://w3id.org/emmo#EMMO_b081b346_7279_46ef_9a3d_2c088fcd79f4,MeasurementUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3bb84fc5_5cb4_5250_ba87_169ae90ec6d7,LithiumAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#NewtonCentiMetre,Newton Centimetre,subClassOf,https://w3id.org/emmo#EMMO_60b78cc3_6011_4134_95ab_956f56d4bdc1,SINonCoherentDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#NewtonCentiMetre,Newton Centimetre,subClassOf,https://w3id.org/emmo#EMMO_f6070071_d054_4b17_9d2d_f446f7147d0f,EnergyUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Answer,answer,subClassOf,http://semanticscience.org/resource/Description,Description,A description is language entity in which elements of a language (formal or natural) are used to characterize an entity.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_edfa7d90_6b21_4669_b9b1_13c77de760eb,AntiNeutrinoType,subClassOf,https://w3id.org/emmo#EMMO_07bb613c_e8d0_425f_abcc_47c58b14704e,RightHandedParticle,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#RadianPerMinute,Radian per Minute,subClassOf,https://w3id.org/emmo#EMMO_515b5579_d526_4842_9e6f_ecc34db6f368,FrequencyUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#RadianPerMinute,Radian per Minute,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Metre,Meter,subClassOf,https://w3id.org/emmo#EMMO_b3600e73_3e05_479d_9714_c041c3acf5cc,LengthUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_161bef57_cc59_4246_8249_19dbdae96e7b,JavaScript,subClassOf,https://w3id.org/emmo#EMMO_f84b1b92_1dc8_4146_99f0_b03cd53e455b,ScriptingLanguage,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/EditionNumber,Edition,subClassOf,http://semanticscience.org/resource/Count,count,The number of elements of a finite set of objects.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Thermal,Thermal,subClassOf,https://w3id.org/pmd/co/MaterialProperty,Material Property,"A materials property is an intensive property of a material, i.e., a physical property that does not depend on the amount of the material. These quantitative properties may be used as a metric by which the benefits of one material versus another can be compared, thereby aiding in materials selection. Eine Materialeigenschaft ist eine intensive Eigenschaft eines Materials, d. h. eine physikalische Eigenschaft, die nicht von der Menge des Materials abhängt. Diese quantitativen Eigenschaften können als Maßstab verwendet werden, um die Vorteile eines Materials mit denen eines anderen zu vergleichen und so die Materialauswahl zu erleichtern."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5be83f9c_a4ba_4b9a_be1a_5bfc6e891231,MathematicalSymbol,equivalentClass,Complex class expression,Intersection of Mathematical and AlphabeticEntity,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a4b14b83_9392_4a5f_a2e8_b2b58793f59b,DataBasedSimulationSoftware,subClassOf,https://w3id.org/emmo#EMMO_8b66ada5_510c_44bd_a8d8_3c64d301a5e9,SimulationApplication,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/EndDate,end date,subClassOf,http://semanticscience.org/resource/TimeInstant,time instant,"A time instant is a temporal region which occurs instantaneously, e.g. having no duration."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3f97cf06_fde4_4c2d_b867_d7983228a1ff,ParticleConcentration,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3f97cf06_fde4_4c2d_b867_d7983228a1ff,ParticleConcentration,subClassOf,https://w3id.org/emmo#EMMO_a06e3d38_1aa8_4f45_89a8_722dbacfda24,PhysioChemicalQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3f97cf06_fde4_4c2d_b867_d7983228a1ff,ParticleConcentration,subClassOf,https://w3id.org/emmo#EMMO_a356870d_409a_4de6_a910_0d8498e593ff,Concentration,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_937db6d0_38c3_4469_aeec_1e033f5ea6c4,LevelWidth,subClassOf,https://w3id.org/emmo#EMMO_31ec09ba_1713_42cb_83c7_b38bf6f9ced2,Energy,"Energy is often defined as ""ability of a system to perform work"", but it might be misleading since is not necessarily available to do work."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_937db6d0_38c3_4469_aeec_1e033f5ea6c4,LevelWidth,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/CurrentDensity,Current Density,subClassOf,http://materialsmine.org/ns/ElectricalProperty,Electrical Property,A materials property describing the material's behavior under some applied electrical field.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/Homopolymer,Homopolymer,subClassOf,http://semanticscience.org/resource/Polymer,Polymer,A polymer is a molecule composed of a connected set of monomeric residues.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/IrreducibleBrillouinZoneContour,Irreducible Brillouin Zone Contour,subClassOf,http://semanticscience.org/resource/SpatialBoundary,spatial boundary,A spatial boundary is the closure minus the interior of a subset of a topological space.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/MaterialDesignation,Material Designation,subClassOf,https://w3id.org/pmd/co/MaterialRelated,Material Related,"Diese Klasse dient der qualitativen und quantitativen Beschreibung eines Materials, indem sie Informationen über ein Material angibt, z. B. durch die Einbeziehung von Materialeigenschaften, Materialstruktur usw. This property is used to qualitatively and quantitatively describe a material by providing information on a material, e.g., by including material properties, material structure, etc."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Diffusion,diffusion,subClassOf,http://semanticscience.org/resource/PassiveMovement,passive movement,passive movement is the process in which an object is spatially displaced without an expenditure of energy contained in molecular bonds.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/BinaryCompound,binary compound,subClassOf,http://semanticscience.org/resource/ChemicalSubstance,chemical substance,A chemical substance is a chemical entity composed of two or more weakly (non-covalently) interacting chemical entities.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_62824128_35bd_45c4_9516_23f3f24c8332,YoungsModulus,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_62824128_35bd_45c4_9516_23f3f24c8332,YoungsModulus,subClassOf,https://w3id.org/emmo#EMMO_be76ad52_2e29_4202_be6f_0a15eb9c1817,MechanicalQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/ComputingNode,Computerknoten,subClassOf,https://w3id.org/pmd/co/ProcessingNode,Processing Node,"Processing nodes are tools, equipment and accessories as well as software that are relevant for the performance of processes, such as e.g. mechanical and chemical test as well as simulation, prediction, and machine learning. Accordingly, processing nodes may be machines, parts of machines, software applications as well as human extremities. Prozessknoten sind Werkzeuge, Geräte und Zubehör sowie Software, die für die Durchführung von Prozessen relevant sind, wie z. B. mechanische und chemische Tests sowie Simulationen, Vorhersagen und maschinelles Lernen. Dementsprechend können Prozessknoten Maschinen, Teile von Maschinen, Softwareanwendungen sowie menschliche Gliedmaßen sein."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Virtual,virtual,subClassOf,http://semanticscience.org/resource/ExistenceQuality,existence quality,existence quality is the quality of an entity that describe in what environment it is known to exist.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#GramPerDay,Gram Per Day,subClassOf,https://w3id.org/emmo#EMMO_8826aefb_0bf6_4378_8732_fc80aa95654c,MassPerTimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#GramPerDay,Gram Per Day,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/ElongationAtBreak,Elongation At Break,subClassOf,http://materialsmine.org/ns/TensileProperty,Tensile Property,Properties of how the material will react to forces being applied in tension.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/MolecularWeight_zAverage,Molecular Weight Z Average,subClassOf,http://materialsmine.org/ns/MolecularWeight,Molecular Weight,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_602397bd_e302_42a6_be33_fe67ea81933a,Intensive,subClassOf,https://w3id.org/emmo#EMMO_79751276_b2d0_4e2f_bbd4_99d412f43d55,CategorizedPhysicalQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMetrePerDay,Cubic Metre Per Day,subClassOf,https://w3id.org/emmo#EMMO_a88475b9_c745_4a47_9403_ab0d158b9b1b,VolumePerTimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMetrePerDay,Cubic Metre Per Day,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/PrimaryCategoryAxis,primary category axis,subClassOf,http://semanticscience.org/resource/CategoryAxis,category axis,A category axis is an axis in which the position along the line is partioned into categories.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e35d4936_b2e3_4cd6_a437_f1c864b3d450,MassFluxUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e35d4936_b2e3_4cd6_a437_f1c864b3d450,MassFluxUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/RibonucleotideResidue,ribonucleotide residue,subClassOf,http://semanticscience.org/resource/NucleotideResidue,nucleotide residue,A nucleotide residue is a part of a molecule that derives from a nucleotide.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f35cff4d_dc09_44cf_a729_22fb79e3bfb2,InternationalSystemOfQuantity,subClassOf,https://w3id.org/emmo#EMMO_9c407ac0_fd4c_4178_8763_95fad9fe29ec,StandardizedPhysicalQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9ffffb55_3496_4307_82b8_a0d78fe1fcd8,Code,subClassOf,https://w3id.org/emmo#EMMO_3ab914c1_5d8d_4a6e_804b_84aa89623c48,ConstructionLanguage,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_48540672_f1ee_4848_982f_0cd5ec396a84,VolumicElectromagneticEnergy,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_48540672_f1ee_4848_982f_0cd5ec396a84,VolumicElectromagneticEnergy,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f835f4d4_c665_403d_ab25_dca5cc74be52,Nucleus,subClassOf,https://w3id.org/emmo#EMMO_5b2222df_4da6_442f_8244_96e9e45887d1,PhysicalSubstance,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f835f4d4_c665_403d_ab25_dca5cc74be52,Nucleus,subClassOf,https://w3id.org/emmo#EMMO_8b1367d6_0133_4b56_acc1_fa8b058169e3,CompositePhysicalParticle,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_1cba0b27_15d0_4326_933f_379d0b3565b6,2DArray,subClassOf,https://w3id.org/emmo#EMMO_28fbea28_2204_4613_87ff_6d877b855fcd,Array,"Array subclasses with a specific shape can be constructed with cardinality restrictions.

See Shape4x3Matrix as an example. Arrays are ordered objects, since they are a subclasses of Arrangement."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a46f2e3f_6d06_4968_a02f_55274d131130,FormingFromPulp,subClassOf,https://w3id.org/emmo#EMMO_45fec702_54cb_4508_b47e_bdc581229e22,FromNotProperShapeToWorkPiece,da una forma non propria ad una forma propria
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/CMatrixIndicesIJ,C Matrix Indices I J,subClassOf,http://semanticscience.org/resource/InformationContentEntity,information content entity,information content entity is an object that requires some background knowledge or procedure to correctly interpret.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/NonpolarSolvent,nonpolar solvent,subClassOf,http://semanticscience.org/resource/Solvent,solvent,A solvent is a substance that can dissolve other substances (solutes).
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MinorTickMark,minor tick mark,subClassOf,http://semanticscience.org/resource/TickMark,tick mark,"A tick mark is a line segment that is spatially positioned perpendicular to the axis of a statistical graph and indicates the position of a specific numeric value (which may be indicated by an adjacent value label) on a value axis, or is one of a pair of tick marks that delineates the boundary of a categorical value (which may be indicated by an adjacent category label) on the categorical axis."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5dd63d84_57f5_4b79_b760_fe940c06680d,PhysicsMathematicalComputation,subClassOf,https://w3id.org/emmo#EMMO_c7013b53_3071_410b_a5e4_a8d266dcdfb5,FunctionalIcon,"This subclass of icon inspired by Peirceian category (c) the metaphor, which represents the representative character of a sign by representing a parallelism in something else."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5dd63d84_57f5_4b79_b760_fe940c06680d,PhysicsMathematicalComputation,subClassOf,https://w3id.org/emmo#EMMO_eff42cb3_208e_4768_9a39_f8b6b3c3d7a2,Computation,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3d77504a_a1fe_485f_aabb_6750598fe1ea,AtomicPhysicsCrossSection,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_8b960a48_8017_4cc0_8e38_27d9237b7e0d,TotalAngularMomentumQuantumNumber,subClassOf,https://w3id.org/emmo#EMMO_252cce84_cc8a_49dc_8405_0d5e06425d69,QuantumNumber,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/CycleInformation,Cycle Information,subClassOf,http://semanticscience.org/resource/InformationContentEntity,information content entity,information content entity is an object that requires some background knowledge or procedure to correctly interpret.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Tesla,Tesla,subClassOf,https://w3id.org/emmo#EMMO_ec903946_ddc9_464a_903c_7373e0d1eeb5,MagneticFluxDensityUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Boldness,boldness,subClassOf,http://semanticscience.org/resource/PositiveEmotion,positive emotion,A positive emotion is an emotion that feels good.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/ExposureTime,Exposure Time,subClassOf,http://semanticscience.org/resource/Parameter,parameter,A parameter is variable whose value changes the characteristics of a system or a function.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MostlyQuantifier,mostly quantifier,subClassOf,http://semanticscience.org/resource/QuantityModifier,quantity modifier,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ChemicalSynthesis,chemical synthesis,subClassOf,http://semanticscience.org/resource/Creating,creating,creating is the process in which an entity comes into existence.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalPicoMetre,Reciprocal Picometre,subClassOf,https://w3id.org/emmo#EMMO_608a1b30_df6f_4bbb_9dc3_5c0de92fd9cf,ReciprocalLengthUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalPicoMetre,Reciprocal Picometre,subClassOf,https://w3id.org/emmo#EMMO_60b78cc3_6011_4134_95ab_956f56d4bdc1,SINonCoherentDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMetreSteradian,Square Metre Steradian,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMetreSteradian,Square Metre Steradian,subClassOf,https://w3id.org/emmo#EMMO_33433bb1_c68f_45ee_a466_f01e2c57b214,AreaUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ChemicalSubstance,chemical substance,subClassOf,http://semanticscience.org/resource/ChemicalEntity,chemical entity,A chemical entity is a material entity that pertains to chemistry.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ChemicalSubstance,chemical substance,equivalentClass,Complex class expression,,Complex class expression
