Subject,Predicate,Object
n1951b7155c684ff6befdb168f4684486b629,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://purl.org/ontology/bibo/owner,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Agent
http://semanticscience.org/resource/ActiveSite,http://www.w3.org/2000/01/rdf-schema#label,active site
http://semanticscience.org/resource/Correlation,http://data.bioontology.org/metadata/prefixIRI,sio:Correlation
http://semanticscience.org/resource/isCapabilityOf,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://semanticscience.org/resource/isRealizablePropertyOf
http://semanticscience.org/resource/ChemicalInteraction,http://data.bioontology.org/metadata/prefixIRI,sio:ChemicalInteraction
http://materialsmine.org/ns/Mixer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b1259,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b1260
http://www.ontology-of-units-of-measure.org/resource/om-2/gigapascal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://semanticscience.org/resource/UnitOfMeasurement
http://semanticscience.org/resource/Hyponym,http://data.bioontology.org/metadata/prefixIRI,sio:Hyponym
http://purl.org/ontology/bibo/presents,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.org/ontology/bibo/Event
http://semanticscience.org/resource/Moderate,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/immediatelyTransformsInto,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://semanticscience.org/resource/transformsInto
n1951b7155c684ff6befdb168f4684486b1009,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasInput
http://semanticscience.org/resource/OrganicPolymer,http://www.w3.org/2002/07/owl#equivalentClass,n1951b7155c684ff6befdb168f4684486b806
n1951b7155c684ff6befdb168f4684486b924,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/Entity
http://semanticscience.org/resource/InfiniteLine,http://data.bioontology.org/metadata/prefixIRI,sio:InfiniteLine
http://semanticscience.org/resource/SubjectRole,http://purl.org/dc/terms/description,A subject role is the role of an individual that is the target of the study.
http://semanticscience.org/resource/IncreasedDurationOfProcessFromIncreasedRegulation,http://data.bioontology.org/metadata/prefixIRI,sio:IncreasedDurationOfProcessFromIncreasedRegulation
http://semanticscience.org/resource/ValidatedGene,http://www.w3.org/2000/01/rdf-schema#label,validated gene
http://semanticscience.org/resource/Device,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://purl.org/ontology/bibo/DocumentStatus,http://www.w3.org/2000/01/rdf-schema#comment,The status of the publication of a document.
http://materialsmine.org/ns/Copolymer,http://data.bioontology.org/metadata/prefixIRI,materialsmine:Copolymer
http://semanticscience.org/resource/Agreement,http://purl.org/dc/terms/description,agreement is the result of consensus decision making when members of the group agree.
http://qudt.org/vocab/unit/V-PER-CentiM,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://semanticscience.org/resource/UnitOfMeasurement
http://semanticscience.org/resource/DataCollectionDevice,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/PositiveEmotion,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b862
n1951b7155c684ff6befdb168f4684486b967,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://purl.org/dc/terms/created,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.org/dc/terms/date
http://materialsmine.org/ns/Total,http://www.w3.org/2000/01/rdf-schema#label,Total
http://materialsmine.org/ns/Density,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/BariumAtom,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/subset,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty
n1951b7155c684ff6befdb168f4684486b496,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
n1951b7155c684ff6befdb168f4684486b98,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/TimeInterval
http://semanticscience.org/resource/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/SpecializedObject
http://materialsmine.org/ns/ViscoelasticProperty,http://www.w3.org/2004/02/skos/core#definition,Properties of materials that exhibit both viscous and elastic behaviors
http://semanticscience.org/resource/Discouragement,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/unit/ppm-c,http://www.w3.org/2004/02/skos/core#notation,ppm/C
http://semanticscience.org/resource/Line,http://www.w3.org/2002/07/owl#equivalentClass,n1951b7155c684ff6befdb168f4684486b662
http://semanticscience.org/resource/Report,http://www.w3.org/2000/01/rdf-schema#label,report
http://semanticscience.org/resource/isBroaderThant,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#TransitiveProperty
http://semanticscience.org/resource/Hypernym,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/TermVariant
http://semanticscience.org/resource/ToFluoresce,http://purl.org/dc/terms/description,to fluoresce is to emit light as a result of absorbing light or other electromagnetic radiation.
n1951b7155c684ff6befdb168f4684486b1030,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/isIdentifierFor
http://semanticscience.org/resource/AstatineAtom,http://www.w3.org/2000/01/rdf-schema#label,astatine atom
http://semanticscience.org/resource/Y-axis,http://purl.org/dc/terms/description,A y-axis is a Cartesian coordinate axis that is spatially oriented perpendicular to the x-axis.
http://materialsmine.org/ns/MeltingTemperature,http://materialsmine.org/ns/hasPreferredUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeCelsius
http://semanticscience.org/resource/Fullerene,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/CarbonAllotrope
http://semanticscience.org/resource/Intent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Desire
http://semanticscience.org/resource/GermaniumAtom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ActiveMovement,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://purl.org/ontology/bibo/issuer,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Agent
n1951b7155c684ff6befdb168f4684486b950,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b948
n1951b7155c684ff6befdb168f4684486b702,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b703
http://semanticscience.org/resource/RightOpenInterval,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Syllable,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b286,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b311,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/Proposition
http://www.nanopub.org/nschema#PublicationInfo,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2004/03/trix/rdfg-1/Graph
n1951b7155c684ff6befdb168f4684486b1168,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
n1951b7155c684ff6befdb168f4684486b364,http://www.w3.org/2002/07/owl#allValuesFrom,http://semanticscience.org/resource/CarbonAtom
http://materialsmine.org/ns/CompressiveLoadingProfile,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Streamgraph,http://purl.org/dc/terms/description,A streamgraph is a multi-line stacked graph that yields the appearance of continuous y-values across the x-axis.
http://semanticscience.org/resource/Co-substrateRole,http://data.bioontology.org/metadata/prefixIRI,sio:Co-substrateRole
http://www.w3.org/2000/01/rdf-schema#Resource,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ToLoseAnElectron,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/ToBeElectronicallyModified
http://semanticscience.org/resource/Investigation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://purl.org/ontology/bibo/Slideshow,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/DisGeNETDiseaseSpecificity,http://data.bioontology.org/metadata/prefixIRI,sio:DisGeNETDiseaseSpecificity
http://semanticscience.org/resource/StrontiumAtom,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/ToIdentify,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/IodineAtom,http://data.bioontology.org/metadata/prefixIRI,sio:IodineAtom
http://semanticscience.org/resource/ActionSpecification,http://www.w3.org/2000/01/rdf-schema#label,action specification
http://semanticscience.org/resource/Decreased,http://www.w3.org/2000/01/rdf-schema#label,decreased
http://semanticscience.org/resource/Duplicate,http://www.w3.org/2000/01/rdf-schema#label,duplicate
http://semanticscience.org/resource/isMeasurementValueOf,http://www.w3.org/2000/01/rdf-schema#domain,http://semanticscience.org/resource/MeasurementValue
n1951b7155c684ff6befdb168f4684486b471,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/isProperPartOf
http://semanticscience.org/resource/WordTree,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/TextualChart
http://semanticscience.org/resource/SubstrateRole,http://purl.org/dc/terms/description,The role of a chemical entity that is modified in a chemical reaction.
http://semanticscience.org/resource/ToServeAsAPrimerForDNASynthesis,http://data.bioontology.org/metadata/prefixIRI,sio:ToServeAsAPrimerForDNASynthesis
http://semanticscience.org/resource/WordStartPosition,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/DataItem,http://purl.org/dc/terms/description,A data item consists of information that has been collected/generated towards some purpose.
http://semanticscience.org/resource/Creating,http://purl.org/dc/terms/alternative,development
http://semanticscience.org/resource/TruthValue,http://purl.org/dc/terms/description,truth value is a quality of information that is claimed/verified to be true or false.
http://purl.org/ontology/bibo/gtin14,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://semanticscience.org/resource/DeoxyribonucleicAcidSequence,http://data.bioontology.org/metadata/prefixIRI,sio:DeoxyribonucleicAcidSequence
http://semanticscience.org/resource/Sadness,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://purl.org/ontology/bibo/bdarcus,http://xmlns.com/foaf/0.1/name,Bruce D'Arcus
http://semanticscience.org/resource/Chart,http://purl.org/dc/terms/description,"A chart is a figure that displays the relationship among tabular numeric data, functions or some kinds of qualitative structures."
http://semanticscience.org/resource/ExpectedValue,http://www.w3.org/2000/01/rdf-schema#label,expected value
http://semanticscience.org/resource/InhibitorRole,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Decreased,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Abnormal
http://semanticscience.org/resource/InsertionVariantRole,http://data.bioontology.org/metadata/prefixIRI,sio:InsertionVariantRole
http://semanticscience.org/resource/ToBindTo,http://www.w3.org/2000/01/rdf-schema#label,to bind to
http://www.ontology-of-units-of-measure.org/resource/om-2/siemensPerMetre,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://semanticscience.org/resource/LowBarrierHydrogenBond,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Descriptor,http://www.w3.org/2000/01/rdf-schema#label,descriptor
http://semanticscience.org/resource/Biosynthesis,http://purl.org/dc/terms/description,"biosynthesis is the synthesis of an organic compound in a living organism, usually aided by enzymes."
http://semanticscience.org/resource/Homogeneous,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/CompositionalQuality
http://semanticscience.org/resource/MolecularPocket,http://data.bioontology.org/metadata/prefixIRI,sio:MolecularPocket
http://semanticscience.org/resource/BioinformaticData,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/BiologicalData
http://semanticscience.org/resource/Carbohydrate,http://purl.org/dc/terms/alternative,saccharide
http://materialsmine.org/ns/TensileStrength,http://www.w3.org/2004/02/skos/core#definition,"The maximum engineering stress experienced by a test specimen during a tensile test, at which point the material begins to fail catastrophically."
http://materialsmine.org/ns/C16,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/CMatrixElement
http://purl.org/ontology/bibo/status/unpublished,http://www.w3.org/2000/01/rdf-schema#comment,Unpublished document
http://semanticscience.org/resource/isRelatedTo,http://semanticscience.org/resource/subset,core
n1951b7155c684ff6befdb168f4684486b935,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b933
http://materialsmine.org/ns/FlexuralLoadingProfile,http://www.w3.org/2000/01/rdf-schema#label,Flexural Loading Profile
http://materialsmine.org/ns/Polydispersity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/SpatialQuantity
http://semanticscience.org/resource/PhdThesis,http://data.bioontology.org/metadata/prefixIRI,sio:PhdThesis
n1951b7155c684ff6befdb168f4684486b1303,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/3DCartesianCoordinate
http://semanticscience.org/resource/Sample,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Province,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b923
http://materialsmine.org/ns/SolventAmount,http://www.w3.org/2000/01/rdf-schema#label,Solvent Amount
http://materialsmine.org/ns/OpticalMicroscopy,http://materialsmine.org/ns/hasSelector,//OpticalMicroscopy
http://semanticscience.org/resource/Increased,http://www.w3.org/2000/01/rdf-schema#label,increased
http://semanticscience.org/resource/SynthesisReaction,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/InorganicReaction
http://semanticscience.org/resource/Experiment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Enzyme,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Protein
http://materialsmine.org/ns/DynamicMechanicalAnalysis,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b113
http://semanticscience.org/resource/ToFluoresce,http://www.w3.org/2000/01/rdf-schema#label,to fluoresce
http://semanticscience.org/resource/Notation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Specification
n1951b7155c684ff6befdb168f4684486b740,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/Negative
http://materialsmine.org/ns/Syndiotactic,http://www.w3.org/2000/01/rdf-schema#label,Syndiotactic
http://semanticscience.org/resource/InactiveIngredient,http://data.bioontology.org/metadata/prefixIRI,sio:InactiveIngredient
http://semanticscience.org/resource/hasFunction,http://purl.org/dc/terms/description,has function is the relation between an entity and a function that is ascribed to it.
http://materialsmine.org/ns/SpecificSurfaceArea,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/MaterialEntity,http://www.w3.org/2004/02/skos/core#definition,"A material entity is a physical entity that is spatially extended, exists as a whole at any point in time and has mass."
http://materialsmine.org/ns/Voltage,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Quantity
http://materialsmine.org/ns/IZOD_Area,http://www.w3.org/2000/01/rdf-schema#label,IZOD Area
n1951b7155c684ff6befdb168f4684486b604,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasQuality
http://semanticscience.org/resource/HafniumAtom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/TextSpan,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/DSC_Profile,http://www.w3.org/2000/01/rdf-schema#label,DSC Profile
http://semanticscience.org/resource/PartialPositiveCharge,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/PartialCharge
http://materialsmine.org/ns/SurfaceResistivity,http://www.w3.org/2004/02/skos/core#definition,Ability to resist leakage current along the surface of an insulating material
http://semanticscience.org/resource/DeoxyribonucleicAcidPrimer,http://purl.org/dc/terms/description,A deoxyribonucleic acid primer is a deoxyribonucleic acid that enables the synthesis of a complement strand of DNA by binding to it and acting as a point of transcription initiation.
http://materialsmine.org/ns/CartesianVector,http://www.w3.org/2004/02/skos/core#definition,A vector defined in the Cartesian coordinate system.
http://materialsmine.org/ns/ShearLoadingProfile,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/ShearProperty
http://semanticscience.org/resource/Percentage,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b562,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasProduct
n1951b7155c684ff6befdb168f4684486b369,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/BinaryScale,http://www.w3.org/2000/01/rdf-schema#label,binary scale
n1951b7155c684ff6befdb168f4684486b958,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b956
http://materialsmine.org/ns/HalflifeOfCrystallization,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/Crystallinity
http://semanticscience.org/resource/StrongSubmolecularComponent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/SubmolecularEntity
n1951b7155c684ff6befdb168f4684486b235,http://www.w3.org/2002/07/owl#allValuesFrom,http://purl.org/ontology/bibo/Issue
http://semanticscience.org/resource/2DCartesianPoint,http://www.w3.org/2000/01/rdf-schema#label,2D cartesian point
n1951b7155c684ff6befdb168f4684486b606,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b603
http://semanticscience.org/resource/Ring,http://purl.org/dc/terms/description,A ring is a submolecule with a circular topology.
http://semanticscience.org/resource/Gene-diseaseAssociationLinkedWithGermlineCausalMutation,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/ProteinFamily,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Collection
http://semanticscience.org/resource/DoubleStrandedNucleicAcid,http://purl.org/dc/terms/description,double stranded nucleic acid is a molecular complex composed of two weakly connected nucleic acids.
n1951b7155c684ff6befdb168f4684486b684,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://semanticscience.org/resource/Submolecule,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b1061
http://semanticscience.org/resource/StructuralMotif,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Pattern
http://semanticscience.org/resource/Curvature,http://www.w3.org/2000/01/rdf-schema#label,curvature
http://semanticscience.org/resource/Angst,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/hasProvider,http://purl.org/dc/terms/description,is provided by is a relation between an entity and the entity that provides it.
http://semanticscience.org/resource/Graphite,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/isDispositionOf,http://www.w3.org/2000/01/rdf-schema#domain,http://semanticscience.org/resource/Disposition
n1951b7155c684ff6befdb168f4684486b666,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/ModeratelyQuantifier,http://data.bioontology.org/metadata/prefixIRI,sio:ModeratelyQuantifier
http://materialsmine.org/ns/PlaneStress,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/Stress
n1951b7155c684ff6befdb168f4684486b501,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/isAbout
http://semanticscience.org/resource/Disease,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b1066,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b1067
http://semanticscience.org/resource/Model,http://www.w3.org/2000/01/rdf-schema#label,model
http://semanticscience.org/resource/ToInject,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ChemicalElement,http://purl.org/dc/terms/description,A chemical element is a (effectively) homogeneous substance composed of one type of atom.
n1951b7155c684ff6befdb168f4684486b943,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/isRoleOf
http://materialsmine.org/ns/Impact,http://www.w3.org/2004/02/skos/core#definition,Izod impact resistance of materials
n1951b7155c684ff6befdb168f4684486b519,http://www.w3.org/2002/07/owl#someValuesFrom,n1951b7155c684ff6befdb168f4684486b520
http://purl.org/ontology/bibo/LegalDecision,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/ontology/bibo/LegalCaseDocument
http://semanticscience.org/resource/Learning,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Hypothesis,http://purl.org/dc/terms/description,A hypothesis is a proposed explanation for a phenomenon.
http://semanticscience.org/resource/PhdThesis,http://purl.org/dc/terms/description,A PhD thesis is a thesis prepared as a requirement for a doctoral degree.
http://semanticscience.org/resource/CollectionOvopub,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Ovopub
http://semanticscience.org/resource/StructuralMotif,http://data.bioontology.org/metadata/prefixIRI,sio:StructuralMotif
http://semanticscience.org/resource/EmptySet,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://purl.org/ontology/bibo/status/legal,http://www.w3.org/2000/01/rdf-schema#label,legal
http://materialsmine.org/ns/Compression,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Satisfaction,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/PositiveEmotion
http://semanticscience.org/resource/Discouragement,http://purl.org/dc/terms/alternative,discouraged
n1951b7155c684ff6befdb168f4684486b194,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/PH,http://schema.org/comment,"pH is defined as the decimal logarithm of the reciprocal of the hydrogen ion activity, aH+, in a solution."
http://semanticscience.org/resource/EndTime,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/regulates,http://www.w3.org/2000/01/rdf-schema#label,regulates
http://semanticscience.org/resource/Transcription,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b1129
http://semanticscience.org/resource/VertexNormal,http://purl.org/dc/terms/description,A vertext normal is the normalized average of the surface normals of the faces that contain that vertex.
http://semanticscience.org/resource/Collection,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/DatabaseKey,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b468
http://materialsmine.org/ns/CompressiveCreepRuptureStrength,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b94
http://semanticscience.org/resource/SyntheticQuality,http://purl.org/dc/terms/description,synthetic quality is the quality of a manufactured object that has similar properties as naturally occuring objects.
http://semanticscience.org/resource/Toxicity,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Chemical-diseaseAssociation,http://www.w3.org/2000/01/rdf-schema#label,chemical-disease association
http://semanticscience.org/resource/DocumentVersion,http://www.w3.org/2000/01/rdf-schema#label,document version
n1951b7155c684ff6befdb168f4684486b900,http://www.w3.org/2002/07/owl#intersectionOf,n1951b7155c684ff6befdb168f4684486b903
http://materialsmine.org/ns/Density,http://materialsmine.org/ns/hasPreferredUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/kilogramPerCubicmetre
http://materialsmine.org/ns/MixingMethod,http://www.w3.org/2000/01/rdf-schema#label,Mixing Method
http://semanticscience.org/resource/TerbiumAtom,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/VennDiagram,http://www.w3.org/2000/01/rdf-schema#label,venn diagram
http://semanticscience.org/resource/Row,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/InfiniteLine,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://materialsmine.org/ns/Institution,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/isParticipantIn,http://www.w3.org/2000/01/rdf-schema#range,http://semanticscience.org/resource/Process
http://semanticscience.org/resource/Concept,http://www.w3.org/2000/01/rdf-schema#label,concept
http://semanticscience.org/resource/Week,http://data.bioontology.org/metadata/prefixIRI,sio:Week
n1951b7155c684ff6befdb168f4684486b72,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/UnitOfMeasurement,http://purl.org/dc/terms/description,"A unit of measurement is a definite magnitude of a physical quantity, defined and adopted by convention and/or by law, that is used as a standard for measurement of the same physical quantity."
http://purl.org/ontology/bibo/abstract,http://www.w3.org/2000/01/rdf-schema#label,abstract
n1951b7155c684ff6befdb168f4684486b1140,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/ToTransport
