Class,SubClassOf,IntersectionOf,Comment,OnProperty,SomeValuesFrom,Definition
http://semanticscience.org/resource/Monosaccharide,http://semanticscience.org/resource/OrganicMolecule,None,None,None,None,A monosaccharide is an organic molecule that consists of a single polyhydroxy aldehyde or ketone group.
http://semanticscience.org/resource/Month,http://semanticscience.org/resource/TimeInterval,None,None,None,None,A month is a period of time that divides the year.
http://semanticscience.org/resource/Morpheme,http://semanticscience.org/resource/LanguageEntity,None,None,None,None,A morpheme is the smallest semantically meaningful unit in a language.
http://semanticscience.org/resource/MostOfTheTime,http://semanticscience.org/resource/TemporalQualifier,None,None,None,None,most refers to in the majority of occasions
http://semanticscience.org/resource/MostlyQuantifier,http://semanticscience.org/resource/QuantityModifier,None,None,None,None,None
http://semanticscience.org/resource/Mouse,http://semanticscience.org/resource/MulticellularOrganism,None,None,None,None,"A mouse is a small mammal belonging to the order of rodents, characteristically having a pointed snout, small rounded ears, and a long naked or almost hairless tail. "
http://semanticscience.org/resource/Movement,http://semanticscience.org/resource/Process,None,None,None,None,movement is the process in which an object is spatially displaced.
http://semanticscience.org/resource/MovementEquation,http://semanticscience.org/resource/Equation,None,None,None,None,A movement equation describes the displacement of an object in space over time.
http://semanticscience.org/resource/Movie,http://semanticscience.org/resource/Media,None,None,None,None,A movie is a series of images that are displayed in rapid succession  to give the impression of movement.
http://semanticscience.org/resource/MulticellularOrganism,http://semanticscience.org/resource/CellularOrganism,None,None,None,None,A multi-cellular organism is an organism that consists of more than one cell.
http://semanticscience.org/resource/MulticellularOrganism,nc1dd680924f540ad8a0d60c28f9143d8b737,None,None,None,None,A multi-cellular organism is an organism that consists of more than one cell.
http://semanticscience.org/resource/MultipleSequenceAlignment,http://semanticscience.org/resource/SequenceAlignment,None,None,None,None,A multiple sequence alignment is a sequence alignment involving more than two sequences.
http://semanticscience.org/resource/MutualDisposition,http://semanticscience.org/resource/Disposition,None,None,None,None,A mutual disposition is a disposition that simulataneously invokes another disposition when realized.
http://semanticscience.org/resource/Name,http://semanticscience.org/resource/Label,None,None,None,None,A name is a label used to identify an entity.
http://semanticscience.org/resource/Name,nc1dd680924f540ad8a0d60c28f9143d8b738,None,None,None,None,A name is a label used to identify an entity.
http://semanticscience.org/resource/Namespace,http://semanticscience.org/resource/ComputationalEntity,None,None,None,None,A namespace is an informational entity that defines a logical container for a set of symbols or identifiers.
http://semanticscience.org/resource/Namespace,nc1dd680924f540ad8a0d60c28f9143d8b739,None,None,None,None,A namespace is an informational entity that defines a logical container for a set of symbols or identifiers.
http://semanticscience.org/resource/NamespaceLabel,http://semanticscience.org/resource/Label,None,None,None,None,A namespace label is a short name for a namespace.
http://semanticscience.org/resource/Negationnot,http://semanticscience.org/resource/LogicalOperator,None,None,None,None,NOT is a logical operator in that has the value true if its operand is false.
http://semanticscience.org/resource/Negative,http://semanticscience.org/resource/AssertionalQualifier,None,None,None,None,negative is an assertional qualifier that expresses the falsity or lack of truth of a basic assertion.
http://semanticscience.org/resource/NegativeCharge,http://semanticscience.org/resource/CompleteCharge,None,None,None,None,A negative charge is a charge where the value is negative.
http://semanticscience.org/resource/NegativeEmotion,http://semanticscience.org/resource/Emotion,None,None,None,None,negative emotion is an emotion that does not feel good.
http://semanticscience.org/resource/NegativeEmotion,nc1dd680924f540ad8a0d60c28f9143d8b740,None,None,None,None,negative emotion is an emotion that does not feel good.
http://semanticscience.org/resource/NegativeNucleicAcidStrand,http://semanticscience.org/resource/NucleicAcidStrand,None,None,None,None,The negative nucleic acid strand is the strand that is that is complimentary to the forward strand and appears from 3' to 5'.
http://semanticscience.org/resource/NeitherGoodNorPoorQuality,http://semanticscience.org/resource/QualityDescriptor,None,None,None,None,None
http://semanticscience.org/resource/NeitherSatisfiedOrDissatisfiedQualifier,http://semanticscience.org/resource/SatisfactionQualifier,None,None,None,None,None
http://semanticscience.org/resource/NeodymiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/NeonAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/NeptuniumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/NetworkDiagram,http://semanticscience.org/resource/Chart,None,None,None,None,A network diagram consists of a set of vertices connected by edges.
http://semanticscience.org/resource/Never,http://semanticscience.org/resource/TemporalQualifier,None,None,None,None,never refers to in none of the occasions.
http://semanticscience.org/resource/Newspaper,http://semanticscience.org/resource/Periodical,None,None,None,None,"A newspaper is a periodical publication containing news regarding current events, informative articles, diverse features, editorials, and advertising."
http://semanticscience.org/resource/NickelAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/NiobiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/NitrogenAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/NmrDevice,http://semanticscience.org/resource/DataCollectionDevice,None,None,None,None,A nuclear magnetic resonance (NMR) device is a device that applies a magnetic field to perturb nuclei with an odd number of protons and/or of neutrons in order to hav them absort and re-emit electromagnetic radiation. 
http://semanticscience.org/resource/NobeliumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Node,http://semanticscience.org/resource/Point,None,None,None,None,a node or vertex is a point in a graph.
http://semanticscience.org/resource/NomimalScale,http://semanticscience.org/resource/MeasurementScale,None,None,None,None,A nominal scale of measurement only specifies a limited set of categories.
http://semanticscience.org/resource/Non-cellularOrganism,http://semanticscience.org/resource/Organism,None,None,None,None,A non-cellular organism is an organism that does not contain a cell.
http://semanticscience.org/resource/Non-polar,http://semanticscience.org/resource/PolarQuality,None,None,None,None,non-polar is the quality of not having a dipole.
http://semanticscience.org/resource/Non-polarAdditionReaction,http://semanticscience.org/resource/AdditionReaction,None,None,None,None,A non-polar addition reaction is an addition reaction involving non-polar residues.
http://semanticscience.org/resource/Non-proteinCodingRNAncRNA,http://semanticscience.org/resource/RNATranscript,None,None,None,None,A non-protein coding RNA (ncRNA) is a RNA molecular that cannot be used as a template for generating a protein product.
http://semanticscience.org/resource/Non-proteinCodingRNAncRNAGene,http://semanticscience.org/resource/Gene,None,None,None,None,A non-protein coding RNA (ncRNA) gene is a gene that encodes for a RNA transcript that is not further translated into a protein product.
http://semanticscience.org/resource/NonToxic,http://semanticscience.org/resource/Toxicity,None,None,None,None,non toxic is the quality of a substance having no damaging effect to a system.
http://semanticscience.org/resource/NoneQuantifier,http://semanticscience.org/resource/QuantityModifier,None,None,None,None,None
http://semanticscience.org/resource/NonpolarSolvent,http://semanticscience.org/resource/Solvent,None,None,None,None,A non-polar solvent is a solvent that exhibits a non-polar quality.
http://semanticscience.org/resource/NonpolarSolvent,nc1dd680924f540ad8a0d60c28f9143d8b741,None,None,None,None,A non-polar solvent is a solvent that exhibits a non-polar quality.
http://semanticscience.org/resource/Normal,http://semanticscience.org/resource/Normality,None,None,None,None,A quality that has a value that is normal or average.
http://semanticscience.org/resource/Normality,http://semanticscience.org/resource/Quality,None,None,None,None,normality is the quality in which the value may differ from normal or average
nc1dd680924f540ad8a0d60c28f9143d8b742,None,None,None,None,None,None
http://semanticscience.org/resource/NotStarted,http://semanticscience.org/resource/ProcessStatus,None,None,None,None,not started is the status of a process that is predicted to exist but has not yet begun.
http://semanticscience.org/resource/Notation,http://semanticscience.org/resource/Specification,None,None,None,None,None
http://semanticscience.org/resource/Note,http://semanticscience.org/resource/Document,None,None,None,None,A note is a brief document.
http://semanticscience.org/resource/Novel,http://semanticscience.org/resource/Publication,None,None,None,None,"A novel is a fictitious prose narrative of book length, typically representing character and action with some degree of realism."
http://semanticscience.org/resource/NucleicAcid,http://semanticscience.org/resource/OrganicPolymer,None,None,None,None,A nucleic acid is an organic polymer composed of a sequence of nucleotide residues.
http://semanticscience.org/resource/NucleicAcid,nc1dd680924f540ad8a0d60c28f9143d8b745,None,None,None,None,A nucleic acid is an organic polymer composed of a sequence of nucleotide residues.
http://semanticscience.org/resource/NucleicAcidPart,http://semanticscience.org/resource/OrganicSubmolecule,None,None,None,None,A nucleic acid part is a component of a nucleic acid.
http://semanticscience.org/resource/NucleicAcidPart,nc1dd680924f540ad8a0d60c28f9143d8b746,None,None,None,None,A nucleic acid part is a component of a nucleic acid.
http://semanticscience.org/resource/NucleicAcidPart,nc1dd680924f540ad8a0d60c28f9143d8b747,None,None,None,None,A nucleic acid part is a component of a nucleic acid.
http://semanticscience.org/resource/NucleicAcidSequence,http://semanticscience.org/resource/BiopolymerSequence,None,None,None,None,A nucleic acid sequence is a symbolic representation of the sequence of nucleic acid residues in a nucleic acid.
http://semanticscience.org/resource/NucleicAcidSequence,nc1dd680924f540ad8a0d60c28f9143d8b748,None,None,None,None,A nucleic acid sequence is a symbolic representation of the sequence of nucleic acid residues in a nucleic acid.
http://semanticscience.org/resource/NucleicAcidSequence,nc1dd680924f540ad8a0d60c28f9143d8b749,None,None,None,None,A nucleic acid sequence is a symbolic representation of the sequence of nucleic acid residues in a nucleic acid.
nc1dd680924f540ad8a0d60c28f9143d8b750,None,nc1dd680924f540ad8a0d60c28f9143d8b752,None,None,None,None
http://semanticscience.org/resource/NucleicAcidStrand,http://semanticscience.org/resource/NucleicAcid,None,None,None,None,A nucleic acid strand is a single-stranded nucleic acid that is part of a double stranded nucleic acid complex.
http://semanticscience.org/resource/NucleicAcidStrand,nc1dd680924f540ad8a0d60c28f9143d8b757,None,None,None,None,A nucleic acid strand is a single-stranded nucleic acid that is part of a double stranded nucleic acid complex.
nc1dd680924f540ad8a0d60c28f9143d8b754,None,None,None,None,None,None
http://semanticscience.org/resource/NucleophilicAdditionReaction,http://semanticscience.org/resource/PolarAdditionReaction,None,None,None,None,A nucleophilic addition reaction is an addition reaction where a pi bond is removed by the creation of two new covalent bonds by the addition from a nucleophile.
http://semanticscience.org/resource/NucleotideResidue,http://semanticscience.org/resource/NucleicAcidPart,None,None,None,None,A nucleotide residue is a part of a molecule that derives from a nucleotide.
http://semanticscience.org/resource/Nullizygous,http://semanticscience.org/resource/Zygosity,None,None,None,None,nullizygous is the quality of a biological organism in which there are no allelles at a given locus.
http://semanticscience.org/resource/Number,http://semanticscience.org/resource/Scalar,None,None,None,None,A number is a tensor of rank 0.
http://semanticscience.org/resource/NumberOfObjectsConsumed,http://semanticscience.org/resource/Count,None,None,None,None,number of objects consumed is a count of objects that were consumed in some process.
http://semanticscience.org/resource/NumberOfObjectsProduced,http://semanticscience.org/resource/Count,None,None,None,None,number of objects produced is a count of objects that were produced in some process.
http://semanticscience.org/resource/NumericLabel,http://semanticscience.org/resource/Label,None,None,None,None,A numeric label is a number used as a label.
http://semanticscience.org/resource/NumericScale,http://semanticscience.org/resource/MeasurementScale,None,None,None,None,A numeric scale of measurement is one that only specifies numeric values.
http://semanticscience.org/resource/NumericScale,nc1dd680924f540ad8a0d60c28f9143d8b758,None,None,None,None,A numeric scale of measurement is one that only specifies numeric values.
nc1dd680924f540ad8a0d60c28f9143d8b759,None,nc1dd680924f540ad8a0d60c28f9143d8b761,None,None,None,None
http://semanticscience.org/resource/Nurse,http://semanticscience.org/resource/MedicalPractitioner,None,None,None,None,"A nurse is an individual that is involved in the protection, promotion, and optimization of health and abilities, prevention of illness and injury, alleviation of suffering through the diagnosis and treatment of human response, and advocacy in the care of individuals, families, communities, and populations."
http://semanticscience.org/resource/Nurse,nc1dd680924f540ad8a0d60c28f9143d8b763,None,None,None,None,"A nurse is an individual that is involved in the protection, promotion, and optimization of health and abilities, prevention of illness and injury, alleviation of suffering through the diagnosis and treatment of human response, and advocacy in the care of individuals, families, communities, and populations."
http://semanticscience.org/resource/NurseRole,http://semanticscience.org/resource/MedicalRole,None,None,None,None,"A nurse role is the role of an individual that is involved in the protection, promotion, and optimization of health and abilities, prevention of illness and injury, alleviation of suffering through the diagnosis and treatment of human response, and advocacy in the care of individuals, families, communities, and populations."
http://semanticscience.org/resource/OBOOntology,http://semanticscience.org/resource/OntologyDocument,None,None,None,None,An OBO ontology is an ontology document as specified by the Open Biological Ontology community.
http://semanticscience.org/resource/OWLOntology,http://semanticscience.org/resource/OntologyDocument,None,None,None,None,An OWL ontology is an ontology as specified by the W3C OWL specification.
http://semanticscience.org/resource/Object,http://semanticscience.org/resource/Entity,None,None,None,None,An object is an entity that is wholly identifiable at any instant of time during which it exists.
http://semanticscience.org/resource/Object,nc1dd680924f540ad8a0d60c28f9143d8b764,None,None,None,None,An object is an entity that is wholly identifiable at any instant of time during which it exists.
http://semanticscience.org/resource/ObjectModel,http://semanticscience.org/resource/Model,None,None,None,None,An object model is a representation of an object.
http://semanticscience.org/resource/ObjectQuality,http://semanticscience.org/resource/Quality,None,None,None,None,An object quality is quality of an object.
http://semanticscience.org/resource/ObjectQuality,nc1dd680924f540ad8a0d60c28f9143d8b765,None,None,None,None,An object quality is quality of an object.
http://semanticscience.org/resource/ObjectRelationalQuality,http://semanticscience.org/resource/ObjectQuality,None,None,None,None,object relational quality refers to a quality in relation to one or more objects
http://semanticscience.org/resource/Objective,http://semanticscience.org/resource/Proposition,None,None,None,None,An objective is a proposition that indicates a planned or anticipated outcome.
http://semanticscience.org/resource/Objective,nc1dd680924f540ad8a0d60c28f9143d8b766,None,None,None,None,An objective is a proposition that indicates a planned or anticipated outcome.
http://semanticscience.org/resource/Objective,nc1dd680924f540ad8a0d60c28f9143d8b767,None,None,None,None,An objective is a proposition that indicates a planned or anticipated outcome.
http://semanticscience.org/resource/ObservationalStudy,http://semanticscience.org/resource/Experiment,None,None,None,None,"observational study draws inferences about the possible effect of a treatment on subjects, where the assignment of subjects into a treated group versus a control group is outside the control of the investigator"
http://semanticscience.org/resource/ObservationalStudy,nc1dd680924f540ad8a0d60c28f9143d8b768,None,None,None,None,"observational study draws inferences about the possible effect of a treatment on subjects, where the assignment of subjects into a treated group versus a control group is outside the control of the investigator"
http://semanticscience.org/resource/ObservationalStudy,nc1dd680924f540ad8a0d60c28f9143d8b769,None,None,None,None,"observational study draws inferences about the possible effect of a treatment on subjects, where the assignment of subjects into a treated group versus a control group is outside the control of the investigator"
nc1dd680924f540ad8a0d60c28f9143d8b770,None,nc1dd680924f540ad8a0d60c28f9143d8b772,None,None,None,None
http://semanticscience.org/resource/Observing,http://semanticscience.org/resource/Interacting,None,None,None,None,observing is a process of passive interaction in which one entity makes note of attributes of one or more entities.
http://semanticscience.org/resource/Observing,nc1dd680924f540ad8a0d60c28f9143d8b774,None,None,None,None,observing is a process of passive interaction in which one entity makes note of attributes of one or more entities.
http://semanticscience.org/resource/Observing,nc1dd680924f540ad8a0d60c28f9143d8b775,None,None,None,None,observing is a process of passive interaction in which one entity makes note of attributes of one or more entities.
http://semanticscience.org/resource/OccupationalRole,http://semanticscience.org/resource/SocialRole,None,None,None,None,An occupational role is a social role that pertains to an organizational structure.
http://semanticscience.org/resource/Oligopeptide,http://semanticscience.org/resource/AminoAcidPolymer,None,None,None,None,an oligopeptide is an organic polymer composed of fewer than 10 or 15 amino acids.
http://semanticscience.org/resource/Ongoing,http://semanticscience.org/resource/ProcessStatus,None,None,None,None,ongoing is the status of a process that is not yet complete.
http://semanticscience.org/resource/Ontology,http://semanticscience.org/resource/FormalSpecification,None,None,None,None,None
http://semanticscience.org/resource/OntologyDocument,http://semanticscience.org/resource/Document,None,None,None,None,An ontology document is a document that contains an ontology.
http://semanticscience.org/resource/OpenInterval,http://semanticscience.org/resource/LeftOpenInterval,None,None,None,None,an open interval is an interval that does not include its endpoints.
http://semanticscience.org/resource/OpenInterval,http://semanticscience.org/resource/RightOpenInterval,None,None,None,None,an open interval is an interval that does not include its endpoints.
http://semanticscience.org/resource/OpenReadingFrame,http://semanticscience.org/resource/GeneComponent,None,None,None,None,An open reading frame (ORF) is a part of a gene that encodes a protein but does not contain a stop codon.
http://semanticscience.org/resource/OpenReadingFrame,nc1dd680924f540ad8a0d60c28f9143d8b776,None,None,None,None,An open reading frame (ORF) is a part of a gene that encodes a protein but does not contain a stop codon.
http://semanticscience.org/resource/OpenReadingFrame,nc1dd680924f540ad8a0d60c28f9143d8b781,None,None,None,None,An open reading frame (ORF) is a part of a gene that encodes a protein but does not contain a stop codon.
nc1dd680924f540ad8a0d60c28f9143d8b776,None,nc1dd680924f540ad8a0d60c28f9143d8b779,None,None,None,None
nc1dd680924f540ad8a0d60c28f9143d8b782,None,nc1dd680924f540ad8a0d60c28f9143d8b784,None,None,None,None
http://semanticscience.org/resource/Operon,http://semanticscience.org/resource/NucleicAcidPart,None,None,None,None,An operon is a collection of contiguous genes transcribed as a single (polycistronic) mRNA.
http://semanticscience.org/resource/Operon,nc1dd680924f540ad8a0d60c28f9143d8b786,None,None,None,None,An operon is a collection of contiguous genes transcribed as a single (polycistronic) mRNA.
http://semanticscience.org/resource/Operon,nc1dd680924f540ad8a0d60c28f9143d8b787,None,None,None,None,An operon is a collection of contiguous genes transcribed as a single (polycistronic) mRNA.
http://semanticscience.org/resource/Operon,nc1dd680924f540ad8a0d60c28f9143d8b788,None,None,None,None,An operon is a collection of contiguous genes transcribed as a single (polycistronic) mRNA.
http://semanticscience.org/resource/Opinion,http://semanticscience.org/resource/Belief,None,None,None,None,An opinion is a belief that is the result of emotion or interpretation of facts. 
http://semanticscience.org/resource/Opinion,nc1dd680924f540ad8a0d60c28f9143d8b789,None,None,None,None,An opinion is a belief that is the result of emotion or interpretation of facts. 
http://semanticscience.org/resource/OpticalIsomer,http://semanticscience.org/resource/Stereoisomer,None,None,None,None,An optical isomer is a stereoisomer that rotates the plane of polarization of a beam of plane polarized light.
http://semanticscience.org/resource/OrderedList,http://semanticscience.org/resource/List,None,None,None,None,an ordered list is a list in which items are sequentially ordered.
http://semanticscience.org/resource/OrderedList,nc1dd680924f540ad8a0d60c28f9143d8b790,None,None,None,None,an ordered list is a list in which items are sequentially ordered.
nc1dd680924f540ad8a0d60c28f9143d8b791,None,nc1dd680924f540ad8a0d60c28f9143d8b793,None,None,None,None
http://semanticscience.org/resource/OrderedListItem,http://semanticscience.org/resource/ListItem,None,None,None,None,an ordered list item is an item in an ordered list.
http://semanticscience.org/resource/OrderedListItem,nc1dd680924f540ad8a0d60c28f9143d8b795,None,None,None,None,an ordered list item is an item in an ordered list.
nc1dd680924f540ad8a0d60c28f9143d8b795,None,nc1dd680924f540ad8a0d60c28f9143d8b798,None,None,None,None
http://semanticscience.org/resource/OrdinalPosition,http://semanticscience.org/resource/LinearPosition,None,None,None,None,A ordinal position is a number that designates the position of an entity from the first entity in an ordered sequence of entities.
http://semanticscience.org/resource/OrdinaryDifferentialEquation,http://semanticscience.org/resource/DifferentialEquation,None,None,None,None,An ordinary differential equation (ODE) is a differential equation in which the unknown function (also known as the dependent variable) is a function of a single independent variable.
http://semanticscience.org/resource/Organ,http://semanticscience.org/resource/BiologicalEntity,None,None,None,None,An organ is a collection of tissues joined in structural unit to serve a common function.
http://semanticscience.org/resource/OrganicMolecule,http://semanticscience.org/resource/Molecule,None,None,None,None,"An organic molecule is a molecule composed of organic atoms (at least carbon, hydrogen, and optionally oxygen, phosphorus, nitrogen, sulfur)"
http://semanticscience.org/resource/OrganicMolecule,nc1dd680924f540ad8a0d60c28f9143d8b801,None,None,None,None,"An organic molecule is a molecule composed of organic atoms (at least carbon, hydrogen, and optionally oxygen, phosphorus, nitrogen, sulfur)"
nc1dd680924f540ad8a0d60c28f9143d8b801,None,nc1dd680924f540ad8a0d60c28f9143d8b804,None,None,None,None
http://semanticscience.org/resource/OrganicPolymer,http://semanticscience.org/resource/OrganicMolecule,None,None,None,None,An organic polymer is an organic molecule composed of connected set of monomeric units.
http://semanticscience.org/resource/OrganicPolymer,nc1dd680924f540ad8a0d60c28f9143d8b812,None,None,None,None,An organic polymer is an organic molecule composed of connected set of monomeric units.
nc1dd680924f540ad8a0d60c28f9143d8b806,None,nc1dd680924f540ad8a0d60c28f9143d8b809,None,None,None,None
http://semanticscience.org/resource/OrganicReaction,http://semanticscience.org/resource/ChemicalReaction,None,None,None,None,An organic reaction is a chemical reaction involving at least one organic molecule.
http://semanticscience.org/resource/OrganicSubmolecule,http://semanticscience.org/resource/Submolecule,None,None,None,None,An organic submolecule is connected region of a molecule.
http://semanticscience.org/resource/OrganicSubmolecule,nc1dd680924f540ad8a0d60c28f9143d8b813,None,None,None,None,An organic submolecule is connected region of a molecule.
http://semanticscience.org/resource/OrganicSubmolecule,nc1dd680924f540ad8a0d60c28f9143d8b818,None,None,None,None,An organic submolecule is connected region of a molecule.
nc1dd680924f540ad8a0d60c28f9143d8b813,None,nc1dd680924f540ad8a0d60c28f9143d8b816,None,None,None,None
http://semanticscience.org/resource/Organism,http://semanticscience.org/resource/BiologicalEntity,None,None,None,None,A biological organisn is a biological entity that consists of one or more cells and is capable of genomic replication (independently or not).
nc1dd680924f540ad8a0d60c28f9143d8b819,None,None,None,None,None,None
http://semanticscience.org/resource/Organization,http://semanticscience.org/resource/Collective,None,None,None,None,"An organization is a collective with a complex articulation of tasks, roles and responsibilities."
http://semanticscience.org/resource/Orientation,http://semanticscience.org/resource/Position,None,None,None,None,"orientation is an angle between the bearer and an axis, or the angle between the bearer and another object."
http://semanticscience.org/resource/OsmiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Osmosis,http://semanticscience.org/resource/Diffusion,None,None,None,None,osmosis is the movement of water molecules through a selectively-permeable membrane down a water potential gradient.
http://semanticscience.org/resource/Ovopub,http://semanticscience.org/resource/ComputationalEntity,None,None,None,None,"An ovopub is an information content entity that contains and links to one or more resources and/or statements, including those describing its provenance, and is itself a dereferenceable resource."
http://semanticscience.org/resource/OxygenAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/PDBChainIdentifier,http://semanticscience.org/resource/MolecularIdentifier,None,None,None,None,A PDB chain identifier is a alphabetical label to identify a molecule in a structure provided by the Protein DataBank .
http://semanticscience.org/resource/PDBFile,http://semanticscience.org/resource/MolecularStructureFile,None,None,None,None,A PDB file is a molecular structure file specified by the Protein DataBank (PDB).
http://semanticscience.org/resource/PDBRecordIdentifier,http://semanticscience.org/resource/RecordIdentifier,None,None,None,None,A PDB record identifier is an identifier for a PDB generated record.
http://semanticscience.org/resource/PH,http://semanticscience.org/resource/DimensionlessQuantity,None,None,None,None,pH is a measure of the activity of the (solvated) hydrogen ion. 
http://semanticscience.org/resource/PageNumber,http://semanticscience.org/resource/Count,None,None,None,None,A page number is the count of a page in a sequence of pages.
http://semanticscience.org/resource/PageRange,http://semanticscience.org/resource/Interval,None,None,None,None,A page range denotes the start and end page in some document.
http://semanticscience.org/resource/PageTotal,http://semanticscience.org/resource/Count,None,None,None,None,A page total is a textual entity that is about the number of pages in some informational entity.
http://semanticscience.org/resource/Pain,http://semanticscience.org/resource/Hurt,None,None,None,None,"Pain is an unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage."
http://semanticscience.org/resource/PairwiseSequenceAlignment,http://semanticscience.org/resource/SequenceAlignment,None,None,None,None,A pairwise sequence alignment is the alignment of exactly 2 sequences.
http://semanticscience.org/resource/PalladiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Panic,http://semanticscience.org/resource/Fear,None,None,None,None,"Panic is a sudden emotion of fear which is so strong as to dominate or prevent reason and logical thinking, replacing it with overwhelming feelings of anxiety and frantic agitation consistent with an animalistic fight-or-flight reaction."
http://semanticscience.org/resource/Paragraph,http://semanticscience.org/resource/TextualEntity,None,None,None,None,A paragraph is a self-contained unit of written discourse consisting of one or more sentences.
http://semanticscience.org/resource/Paragraph,nc1dd680924f540ad8a0d60c28f9143d8b822,None,None,None,None,A paragraph is a self-contained unit of written discourse consisting of one or more sentences.
http://semanticscience.org/resource/Parameter,http://semanticscience.org/resource/IndependentVariable,None,None,None,None,A parameter is variable whose value changes the characteristics of a system or a function.
http://semanticscience.org/resource/ParameterizedDataTransformation,http://semanticscience.org/resource/DataTransformation,None,None,None,None,A parameterized data transformation is a data transformation whose behaviour may be modified by one or more parameters.
http://semanticscience.org/resource/ParameterizedDataTransformation,nc1dd680924f540ad8a0d60c28f9143d8b823,None,None,None,None,A parameterized data transformation is a data transformation whose behaviour may be modified by one or more parameters.
http://semanticscience.org/resource/ParentalTransmission,http://semanticscience.org/resource/BiologicalQuality,None,None,None,None,parental transmition is the quality of a biological organism in which the (genetic) material is transmitted from a parental unit.
http://semanticscience.org/resource/PartialCharge,http://semanticscience.org/resource/Charged,None,None,None,None,The quality of having a charge that is not a full multiple of 1 unit charge.
nc1dd680924f540ad8a0d60c28f9143d8b824,None,None,None,None,None,None
http://semanticscience.org/resource/PartialDifferentialEquation,http://semanticscience.org/resource/DifferentialEquation,None,None,None,None,A partial differential equation (PDE) is a differential equation in which the unknown function is a function of multiple independent variables and the equation involves its partial derivatives.
http://semanticscience.org/resource/PartialNegativeCharge,http://semanticscience.org/resource/PartialCharge,None,None,None,None,A partial positive charge is a partial charge where the value of the charge is positive.
http://semanticscience.org/resource/PartialPositiveCharge,http://semanticscience.org/resource/PartialCharge,None,None,None,None,A partial negative charge is a negative charge where the value of the charge is negative.
http://semanticscience.org/resource/Passion,http://semanticscience.org/resource/Desire,None,None,None,None,passion is the intense desire for something.
http://semanticscience.org/resource/PassiveMovement,http://semanticscience.org/resource/Movement,None,None,None,None,passive movement is the process in which an object is spatially displaced without an expenditure of energy contained in molecular bonds.
http://semanticscience.org/resource/PassiveTransport,http://semanticscience.org/resource/MembraneTransport,None,None,None,None,passive transport is the movement of a substance across a membrane and does not require chemical energy.
http://semanticscience.org/resource/Patent,http://semanticscience.org/resource/LegalDocument,None,None,None,None,"A patent is an information entity granted by a patent issuing authority which confers upon the patenter the sole right to make, use and sell an invention for a set period of time."
http://semanticscience.org/resource/PaternallyTransmitted,http://semanticscience.org/resource/ParentalTransmission,None,None,None,None,paternally transmitted is the quality of a biological organism in which the (genetic) material is transmitted from the paternal line.
http://semanticscience.org/resource/Pathogen,http://semanticscience.org/resource/Organism,None,None,None,None,A pathogen or infectious agent  is a microorganism that causes disease in its host.
http://semanticscience.org/resource/Pathway,http://semanticscience.org/resource/ActionSpecification,None,None,None,None,A pathway is an effective specification that outlines a set of actions that forms a way to achieve an objective.
http://semanticscience.org/resource/Patient,http://semanticscience.org/resource/Person,None,None,None,None,A patient is an individual that is the recepient of medical care.
http://semanticscience.org/resource/Patient,nc1dd680924f540ad8a0d60c28f9143d8b827,None,None,None,None,A patient is an individual that is the recepient of medical care.
http://semanticscience.org/resource/PatientRole,http://semanticscience.org/resource/MedicalRole,None,None,None,None,A patient role is the role of an individual that is the recepient of medical care.
http://semanticscience.org/resource/Pattern,http://semanticscience.org/resource/MathematicalEntity,None,None,None,None,A pattern is a generalized representation of some repeatable concrete or informational item.
http://semanticscience.org/resource/Peer-reviewed,http://semanticscience.org/resource/Reviewed,None,None,None,None,peer-reviewed is the quality of a textual entity that has been examined and commented by a peer expert reviewer.
http://semanticscience.org/resource/PeerReviewedArticle,http://semanticscience.org/resource/Article,None,None,None,None,A peer reviewed article is an article that has undergone peer-review and deemed acceptable for publication.
http://semanticscience.org/resource/PeerReviewedArticle,nc1dd680924f540ad8a0d60c28f9143d8b828,None,None,None,None,A peer reviewed article is an article that has undergone peer-review and deemed acceptable for publication.
http://semanticscience.org/resource/Peptide,http://semanticscience.org/resource/AminoAcidPolymer,None,None,None,None,a peptide is an organic polymer composed of between two and fifty amino acids.
http://semanticscience.org/resource/Percentage,http://semanticscience.org/resource/Ratio,None,None,None,None,"A percentage is a number that is a ratio expressed as a fraction of 100. It is denoted using the percent sign ""%""."
